title,average rating,average vote,average popularity,release year
The Magnificent Seven,3.438539741219963,5.899999999999911,13.809622000000267,2016
Viva la libertà,3.5,7.199999999999999,2.513078,2013
Womanlight,3.0,6.5,0.627959,1979
Hidden Kisses,3.264705882352941,7.5,2.1870979999999998,2017
"Hills Have Eyes, The",2.9546485260770976,6.09999999999995,4.788001999999998,1977
Homework,3.888888888888889,5.0,0.052377,1989
"House of Rothschild, The",3.1875,4.8,0.8444269999999998,1934
Nadja,3.108882521489971,5.900000000000038,7.720056000000071,1994
Outing - Engaged by Mistake,1.5,4.9,1.26876,2013
Satan's Tango (Sátántangó),3.9022988505747125,8.100000000000012,7.5150859999999975,1994
Shadowheart,0.5,5.2,0.819109,2009
Summer Camp,2.9375,5.1,2.1718690000000005,2015
The Devil Thumbs a Ride,3.0,5.6,0.629794,1947
Three Days (Tres días),2.3846153846153846,6.299999999999998,1.014073,2008
Wise Blood,3.345744680851064,6.5,1.323922999999997,1979
1944,3.1875,6.799999999999998,6.957729999999999,2015
Annie,3.566666666666667,6.099999999999999,2.1769899999999995,1999
Assassin's Creed,2.688888888888889,5.400000000000061,27.541069999999642,2016
Attack the Gas Station! (Juyuso seubgyuksageun),3.2748091603053435,6.299999999999987,1.7765410000000028,1999
Barbie as the Island Princess,3.2413793103448274,6.300000000000002,8.935418999999998,2007
Blood Father,3.1514423076923075,6.200000000000023,7.146017000000014,2016
"Forest for the Trees, The (Der Wald vor lauter Bäumen)",3.6666666666666665,7.700000000000002,0.7965540000000002,2003
"Henry IV, Part I (First Part of King Henry the Fourth, with the Life and Death of Henry Surnamed Hotspur, The)",4.0,4.5,0.0339,1979
Lorna,3.0,6.799999999999999,1.5924100000000003,1964
New Wave (Nouvelle vague),3.5,5.8999999999999995,2.291103,1990
Playdate,3.375,4.4,1.312744,2012
The House on Pine Street,2.1666666666666665,4.9,1.593227,2015
The Snow Woman,2.3333333333333335,5.8,0.299327,1968
Unique Brothers,4.0,5.8,2.969323,2014
12 Chairs,3.851063829787234,7.399999999999987,0.7782830000000006,1976
55 Days at Peking,3.28125,6.5,2.9725289999999984,1963
"Adventures of Priscilla, Queen of the Desert, The",3.62471386180585,7.199999999999732,8.328595999999502,1994
Citizen Kane,4.088136853849014,8.0,15.811920999998163,1941
"Devil and Max Devlin, The",2.491776315789474,6.299999999999969,0.5372919999999994,1981
"Hobbit, The",3.3607427055702916,6.0,16.425866999999943,1977
Romy and Michele: In the Beginning,2.0,4.0,0.589159,2005
The Son of Bigfoot,2.7857142857142856,6.599999999999999,2.984512,2017
Torch Singer,3.5,4.0,0.073011,1933
20 Ft Below: The Darkness Descending (20ft Below: The Darkness Descending),1.5,2.0,1.74524,2014
9,3.4640513126491648,6.599999999999812,18.50287599999904,2009
Ballad of the Paper Balloons (a.k.a. Humanity and Paper Balloons) (Ninjô kami fûsen),3.65,8.099999999999998,0.2846250000000001,1937
Breakout,3.0,5.3,0.377012,2007
Dark Horse,3.761904761904762,3.7000000000000015,1.9202400000000002,2015
Get Your Stuff,3.75,5.6,1.011466,2000
Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.),2.7857142857142856,5.900000000000003,1.8926019999999986,2003
Hollywood Between Paranoia and Sci-Fi. The Power of Myth,3.0,0.0,0.050593,2011
I'm Not Jesus Mommy,2.0,4.7,0.413159,2011
In the Name of the Son,3.3333333333333335,5.900000000000001,0.675695,2013
Johanna,2.125,3.6,0.152116,2005
Missing,3.0,4.3,0.229233,2007
Stealing Time (a.k.a. Rennie's Landing),2.75,4.3,1.342198,2001
Talvivaaran miehet,2.75,0.0,0.018824,2015
This Is Not What I Expected,2.8333333333333335,6.5,0.46796,2017
"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le)",2.25,5.300000000000007,2.364193,1981
Dear Eleanor,3.066666666666667,6.200000000000002,2.6261920000000005,2016
Dukhtar,3.5,6.4,0.539258,2014
Enid,3.1875,6.200000000000001,0.6608739999999999,2009
Mark of the Vampire,2.9393939393939394,6.099999999999997,1.8927860000000007,1935
Perry Mason: The Case of the Notorious Nun,2.0,7.0,8.44E-4,1986
Sugar Mountain,2.8636363636363638,5.8999999999999995,3.912405,2016
Summer with Monika (Sommaren med Monika),3.701388888888889,7.599999999999976,3.1808180000000053,1953
The Boss's Daughter,3.75,5.4,2.348352,2016
The Neighbor,3.0,4.0,2.39926,2008
The Pawnshop,3.4583333333333335,6.3999999999999995,1.7458050000000005,1916
The Tom Green Subway Monkey Hour,4.0,9.3,0.113206,2002
Time and Tide (Seunlau Ngaklau),3.3759398496240602,5.899999999999986,2.5877530000000037,2000
Varsity Blood,1.6666666666666667,3.7000000000000006,0.310607,2014
"Yes, But... (Oui, mais...)",3.75,6.9,0.747546,2001
Against the Ropes,2.4711538461538463,4.5,1.3810220000000013,2004
Dolly and Her Lover (Räpsy ja Dolly eli Pariisi odottaa),4.0,8.0,0.75899,1990
Don Quixote,4.25,7.4,0.714608,1957
"Dukes, The",2.5625,5.0,0.334768,2007
Hamlet,3.5919220055710306,6.0,0.5121340000000025,1964
Il terzo tempo,3.0,4.7,0.132724,2013
Kiss Me in the Rain,2.0,0.0,0.001177,1999
Minions,3.111522443313281,6.399999999999763,547.4883000000009,2015
My Son John,2.0,4.5,0.135091,1952
Rainbow Valley,2.0,5.1,0.394636,1935
"Smile Like Yours, A",2.439890710382514,3.1999999999999984,2.5073679999999974,1997
Snowglobe,2.888888888888889,6.299999999999998,0.755834,2007
The Diamond Queen,1.0,0.0,0.0019,1953
Arjun,2.3333333333333335,5.3,6.03E-4,1985
Arthur 3: The War of the Two Worlds,2.67,5.400000000000002,11.371221999999994,2010
Confessions of an Eco-Terrorist,4.0,7.0,0.207871,2011
Dead Birds,2.970149253731343,5.699999999999994,7.774207999999992,2004
Fantasia 2000,3.5071185081211147,7.0,14.972573000000093,1999
Flood,2.6578947368421053,4.5,6.500495999999999,2007
Frankie and Johnny,3.1495956873315363,6.491823899371184,6.003042256963052,1991
Iron Man & Hulk: Heroes United,2.8076923076923075,5.4,4.704712999999999,2013
Karan Arjun,2.9722222222222223,6.599999999999998,2.193229,1995
Lights Out,3.1666666666666665,5.7,1.187577,2010
One Piece Film Z,3.25,7.199999999999995,3.754606999999997,2012
Sacrifice (Zhao shi gu er),3.2142857142857144,6.200000000000001,0.992235,2010
Samson & Sally,3.0,6.2,1.541025,1984
"Signos del zodiaco, Los",4.5,0.0,0.001678,1964
"Snows of Kilimanjaro, The",3.159340659340659,6.10000000000001,1.7990269999999975,1952
The Mechanic Gavrilov's Beloved Woman,2.642857142857143,5.0,0.853395,1982
The Princess of Egypt,3.0,6.5,0.082353,2013
Voodoo Dawn,1.75,2.3,0.73673,1991
"Goods: Live Hard, Sell Hard, The",2.8419540229885056,5.399999999999984,4.603800999999985,2009
"Inheritance, The (Karami-ai)",3.5,5.700000000000001,0.141417,1964
"Last Remake of Beau Geste, The",2.760869565217391,5.299999999999998,0.9566920000000002,1977
Mean Creek,3.5689448441247,6.899999999999941,12.428269,2004
On Broadway,3.0,0.0,0.249291,2007
Quantum of Solace,3.321547420965058,6.0999999999991825,13.678119999998005,2008
Rudolph the Red-Nosed Reindeer,2.35,6.799999999999999,0.31921499999999997,1948
"Scarlet Clue, The (Charlie Chan in the Scarlet Clue)",2.6666666666666665,5.900000000000001,0.477824,1945
The Phoenix Incident,1.7666666666666666,5.0,1.352518,2015
"Tin Drum, The (Blechtrommel, Die)",3.801998750780762,7.0,5.6144560000000086,1979
Virus,2.3895939086294415,5.0,7.116536999999911,1999
1,3.875,7.3,7.732142999999999,Metro-Goldwyn-Mayer (MGM)
Albert Nobbs,3.1785714285714284,6.200000000000019,5.3790390000000095,2011
"Allez, Eddy!",2.6666666666666665,7.0,0.114241,2012
Dante's Inferno,2.9545454545454546,5.799999999999998,0.9772540000000002,1935
Dead Fish,3.1904761904761907,5.799999999999998,7.106448,2004
Elizabeth,3.847101932045303,7.199999999998573,7.56632100000006,1998
Embrace of the Vampire,1.8125,4.5,0.562195,2013
Faceless,2.25,6.2,1.400361,1987
Flesh,2.15,7.0,1.1008359999999997,1968
Frequency,3.5488976537216828,7.0,10.163266000002036,2000
Hello Ghost,3.55,7.1,1.3266519999999997,2010
Houdini,3.12,6.599999999999997,1.47243,1953
Jackson County Jail,2.5,5.2,2.482536,1976
"Like Sunday, Like Rain",3.5869565217391304,7.5,3.524327,2014
Pine Flat,3.25,0.0,0.053465,2006
"Samouraï, Le (Godson, The)",4.0283381364073,7.899999999999849,9.091287999999809,1967
"Actor's Revenge, An (Yukinojô henge)",3.473684210526316,6.600000000000009,1.6162750000000012,1963
Basic Instinct 2,2.2449725776965264,4.5999999999999535,15.321901999999861,2006
Black River (Kuroi kawa),3.3,6.099999999999999,0.524628,1957
Childless,2.0,4.5,0.428473,2015
Didier,3.2903225806451615,5.699999999999998,3.740902000000002,1997
Drunken Tai Chi (Siu taai gik),2.6666666666666665,6.5,1.295722,1984
Flight of the Living Dead,2.3333333333333335,5.200000000000001,1.9447959999999993,2007
"Food, Inc.",3.8030085959885387,7.299999999999961,6.931952000000061,2008
Footsteps in the Fog,3.625,7.7,0.550094,1955
Garfield: A Tail of Two Kitties,2.478359908883827,5.099999999999958,7.21737699999997,2006
Ghoulies III: Ghoulies Go to College,2.0,3.8999999999999995,1.5402570000000002,1991
Helen of Troy,3.125,6.800000000000003,5.489068000000002,1956
"Phantom Stagecoach, The",3.0,0.0,0.094121,1957
Song to Song,3.253086419753086,5.399999999999992,12.928712000000012,2017
Super Capers,3.3333333333333335,2.5,1.221836,2009
Sus ojos se cerraron y el mundo sigue andando,2.75,5.0,0.376985,1998
The Hollars,3.372093023255814,6.400000000000001,5.723985,2016
The Iron Commissioner,3.5,0.0,4.4E-5,1978
The Island 2: The Hunt for the Lost Treasure,2.6666666666666665,6.3,0.271513,2011
Wolves of Wall Street,2.8333333333333335,3.8000000000000003,0.7765240000000001,2002
Your Vice is a Locked Room and Only I Have the Key,2.8636363636363638,6.5,2.095122000000001,1972
Big Jim McLain,2.5,5.3,0.8220580000000001,1952
Boris Godunov,3.75,2.5,0.008673,1986
Camp Takota,3.7,6.6,1.488241,2014
Confessions of a Nazi Spy,2.9285714285714284,5.3,0.90327,1939
Crash Course,2.5,5.0,0.710193,1988
Dead Girls,2.2,2.5,0.380439,2014
"Die Bademeister – Weiber, saufen, Leben retten",3.5,2.8,0.59691,1999
Elena,3.625,7.6,0.884128,2013
"Girlfriends, The (Le amiche)",3.525,6.900000000000003,0.695748,1955
How to Save a Marriage and Ruin Your Life,3.25,7.0,0.518286,1968
Melbourne,3.125,6.2,0.732605,2014
"Mikado, The",3.0454545454545454,0.0,0.07085799999999999,1939
"Monitor, The (Babycall)",3.0588235294117645,5.400000000000001,2.522415,2011
"Mummy, The",3.0799475753604195,6.8000000000000975,4.662323000000013,1959
Paris 36 (Faubourg 36),3.2037037037037037,6.199999999999999,12.270512999999996,2008
"Per amore, solo per amore",4.0,9.0,0.015894,1993
Punished,3.5,5.799999999999999,1.7736029999999998,2011
Rampage: President Down,2.7058823529411766,5.1,2.701186,2016
"String, The (Le fil)",3.5,6.3999999999999995,1.394477,2009
The Marine 3: Homefront,2.2,5.4,3.725381,2013
The Weekend Murders,3.5,6.5,0.526944,1970
Wanted,3.2443033246171087,6.400000000000635,12.457896000000021,2008
305,0.5,3.3,0.540693,2008
Dating Games People Play,1.5,0.0,0.003545,2005
Endgame: Blueprint for Global Enslavement,3.3333333333333335,6.7,0.90203,2007
Entre Amigos (Planta 4ª),3.0,7.1000000000000005,0.685347,2003
Head in the Clouds,2.9577464788732395,5.799999999999987,9.07364600000003,2004
Inside Job,3.991844416562108,7.7000000000003475,10.305349999999704,2010
Just Anybody (Le premier venu),3.0833333333333335,5.0,0.238914,2008
Love Songs (Les chansons d'amour),3.6216216216216215,7.0,5.054966999999995,2007
"Mirror, The (Zerkalo)",4.017554479418886,7.8000000000001135,10.115840000000178,1975
No Regrets for Our Youth (Waga seishun ni kuinashi),3.425,6.5,0.46344899999999994,1946
"Painted Veil, The",3.6666666666666665,5.2,0.631309,1934
Pop Redemption,3.3,6.3,0.887637,2013
Revenge of the Green Dragons,2.375,5.200000000000001,2.820466,2014
Unbreakable: The Western States 100,5.0,7.8,0.120866,2012
Wendigo,2.294478527607362,5.0,0.9107719999999991,2001
Author: The JT LeRoy Story,2.875,6.200000000000002,0.42889900000000014,2016
Concrete Blondes,3.5,5.1,1.139789,2013
Crocodile,1.15,4.8999999999999995,5.071511,2000
Deadline - U.S.A.,3.2222222222222223,6.900000000000002,2.020902,1952
Felt,2.25,5.0,0.6433270000000001,2014
I Made a Splash,2.5,6.7,0.444508,1980
Platform (Zhantai),3.6315789473684212,6.799999999999998,0.6227420000000001,2000
Seven Alone,3.3333333333333335,6.0,0.201163,1974
Surviving Picasso,3.324953445065177,5.300000000000027,2.1671320000000174,1996
"What's New, Pussycat",3.1767241379310347,6.0,2.7057229999999985,1965
Beneath the Blue,3.0,6.5,0.99845,2010
Bill Hicks: Totally Bill Hicks,3.375,7.5,0.69609,1994
Brancaleone alle crociate,3.75,6.8999999999999995,2.680601,1970
Direct Action,2.0,4.1,2.480543,2004
Fiend Without a Face,2.525,5.900000000000002,1.0600489999999998,1958
First Love,3.0,6.5,0.632282,2000
Isi & Disi: Amor a lo bestia,2.5625,5.5,1.437794,2004
Metamorphosis,2.5,6.3,0.444072,1990
Noah's Ark,3.5,5.0,0.626515,1928
Olé !,2.0,4.9,1.12553,2005
She Hate Me,2.6987951807228914,5.100000000000006,5.126695999999995,2004
Steve Jobs,3.4781085814360773,6.800000000000125,16.22486700000042,2015
"Swedish Love Story, A (Kärlekshistoria, En)",3.492957746478873,7.5,0.09890600000000013,1970
The Greatest Ears in Town: The Arif Mardin Story,4.0,0.0,0.008663,2010
Coming Out,3.2857142857142856,7.0,0.5999839999999997,1989
Death Before Dishonor,2.5,5.0,6.029999999999996E-4,1987
Dream Lover,2.8773584905660377,5.899999999999999,7.449906999999997,1993
Jackass 3D,3.171817058096415,6.399999999999975,10.997518000000087,2010
John Wick: Chapter Two,3.6879815100154083,6.70000000000019,49.24750500000173,2017
Just One of the Girls,2.7142857142857144,5.3,7.895476000000001,1993
Mandrake,1.875,2.9,2.390484,2010
Phat Girlz,2.0689655172413794,3.6999999999999966,1.192709999999999,2006
Return to Reason,3.25,6.3,0.484709,1923
Santa Who?,2.25,5.6,1.712441,2000
Sillunu Oru Kaadhal,4.285714285714286,6.299999999999999,0.906853,2006
The Man with the Carnation,3.75,0.0,1.77E-4,1980
The Pearl Button,3.2,6.599999999999997,0.8813080000000003,2015
The Time Being,2.0,4.9,0.976716,2012
"Untouchables, The",3.872171758876961,7.60000000000257,11.062203000001356,1987
Welcome Home Brother Charles,1.0,5.0,0.041,1975
7 Years,3.5833333333333335,6.1000000000000005,3.946603,2016
Any Day Now,3.44,6.599999999999997,10.559109000000003,2012
Jean de Florette,4.104330708661418,7.599999999999582,4.883273999999828,1986
Listen to Britain,2.8636363636363638,5.5,0.5139320000000002,1942
Love Is in the Air,2.25,5.8999999999999995,6.579812000000002,2013
Spy Chasers,0.5,7.0,0.631319,1955
The Battle Wizard,3.3333333333333335,6.3,0.580472,1977
The Fear of 13,3.816326530612245,8.0,1.824485999999998,2015
The Sinful Nuns of Saint Valentine,2.357142857142857,5.2,1.31119,1974
Arnold,1.75,4.8,1.818481,1973
Disorderlies,2.128888888888889,4.399999999999984,1.416497999999995,1987
Exposed,2.5089285714285716,4.5,6.402939000000003,2016
"Family Jewels, The",2.9886363636363638,6.199999999999995,1.1550200000000002,1965
Four Flies on Grey Velvet,3.0892857142857144,6.199999999999998,2.873255,1971
If You Love (Jos rakastat),2.8076923076923075,7.5,0.36873100000000003,2010
In the Border States,2.5,5.3,0.151147,1910
Jackass 2.5,2.934328358208955,5.799999999999969,8.585764999999963,2007
Lo,3.3333333333333335,6.0,1.550234,2009
Lost in New York,1.8333333333333333,5.0,0.003013,1989
Moon,4.02085048010974,7.600000000000421,13.336773000000584,2009
"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation)",2.941860465116279,6.400000000000001,2.887538000000003,1981
Snow Bride,3.2142857142857144,6.6000000000000005,2.443418,2013
Stash House,2.7,5.0,2.391192,2012
The Harvest,2.9565217391304346,5.900000000000002,3.7258000000000004,2013
The Kill Hole,2.5,4.9,0.220524,2012
Allegro,3.0294117647058822,7.400000000000002,0.4628459999999999,2005
America: Imagine the World Without Her,2.25,5.3999999999999995,1.3139520000000002,2014
An Enemy of the People,4.0,2.5,0.037867,2005
Dead Calm,3.5955631399317407,6.599999999999754,13.464246000000706,1989
Election (Hak se wui),3.465,6.700000000000005,3.222360999999999,2005
Midnight Mary,3.6,5.8,0.228547,1933
Millie,2.75,0.0,0.716082,1931
Rise of the Zombies,1.3571428571428572,3.3999999999999995,1.792726,2012
Tension at Table Rock,3.0,7.0,0.337901,1956
The Enemy,3.5714285714285716,6.799999999999999,0.980587,2011
The Purple Taxi,3.0,6.0,0.495735,1977
The Unseen,1.0,2.0,0.385475,1945
The Year My Voice Broke,3.853061224489796,7.2999999999999705,1.3345289999999967,1987
Think Of Me,3.3333333333333335,5.5,0.386457,2011
36,3.75,7.5,0.219855,2012
Air,2.7439024390243905,4.800000000000007,9.69841499999999,2015
Bank Error in Your Favour (Erreur de la banque en votre faveur),3.4375,5.5,1.122752,2009
Cinderella,3.3570175438596492,6.699999999999876,19.80112799999948,2015
Don Q Son of Zorro,4.0,7.0,0.264033,1925
God's Own Country,3.783582089552239,5.399999999999996,2.5954879999999987,2017
"Land That Time Forgot, The",2.8934426229508197,5.699999999999994,2.3438880000000024,1975
Live Nude Girls,3.4274193548387095,4.699999999999934,2.1389589999999536,1995
"Moustache, La",3.458823529411765,6.100000000000015,5.5454200000000125,2005
Outside Providence,3.2440860215053764,5.600000000000139,3.10923999999988,1999
Oxy-Morons,2.5,8.0,0.086584,2010
"Prodigal Son, The (Tuhlaajapoika)",3.7142857142857144,5.0,4.31E-4,1992
Ratchet & Clank,2.7785714285714285,5.399999999999995,9.115939000000015,2016
Smoke on the Potato Fields (Dým bramborové nate),3.5,6.0,0.139168,1977
Summer's Moon,2.4,5.2,1.7071289999999997,2009
10,2.884710234278668,5.400000000000037,8.539082999999883,1979
Brimstone and Treacle,3.2055555555555557,6.799999999999999,0.6205339999999994,1982
Daayen Ya Baayen,1.25,8.5,0.041625,2010
Days of Santiago,3.5,6.0,0.279829,2004
Fail-Safe,3.926938369781312,7.600000000000135,4.225973999999958,1964
Gewoon Hans,2.5,7.0,0.04291,2009
Hitler - Never Heard of Him,4.25,8.5,0.113331,1963
Knick Knack,3.6016949152542375,7.099999999999975,5.509405000000011,1989
Los indolentes,1.5,0.0,0.0,1979
Number One with a Bullet,1.5,4.5,0.500661,1987
Paris in Spring,3.0,0.0,1.163641,1935
Patty Hearst,3.45,5.0,0.6465040000000001,1988
"Rite, The",3.0082372322899507,5.8000000000000576,7.1281170000000955,2011
Sensuela,3.0714285714285716,4.5,1.002187,1973
Winnetou: The Red Gentleman,4.0,6.7,3.2926299999999995,1964
Copacabana Palace,3.0,5.3,0.385288,1962
Imitation of Life,3.5166666666666666,6.099999999999997,1.473452000000001,1934
"It's sunny on Deribassovskaya, or: It's raining on Brighton Beach yet again",3.35,5.0,0.2865330000000001,1993
Jellyfish Eyes,2.5,6.5,1.512573,2013
Johan Falk: Alla råns moder,3.5,6.3,0.5288,2012
"Locals, The",2.4285714285714284,5.700000000000001,0.8889510000000003,2003
Peking Opera Blues (Do ma daan),3.526315789473684,6.900000000000003,0.7736140000000001,1986
Show Boat,3.617021276595745,7.5,0.6064410000000001,1936
Appropriate Adult,3.65625,7.0,0.9898319999999999,2011
"Billy Two Hats (Lady and the Outlaw, The)",3.6666666666666665,5.400000000000001,1.423976,1974
Defendor,3.34375,6.5,5.600277000000005,2009
"Evil Dead, The",3.697281013440445,7.300000000000536,10.421678999999449,1981
Fort Saganne,3.25,6.9,1.848788,1984
Frankenstein,2.357142857142857,4.6000000000000005,1.5338480000000003,2005
Immediate Family,2.992424242424242,5.800000000000006,0.6064099999999996,1989
Losin' It,2.251572327044025,4.5,3.1320190000000103,1983
Mine,3.36,6.5,17.02957300000001,2016
My Friend Ivan Lapshin (Moy drug Ivan Lapshin),3.673076923076923,7.0,1.002979,1984
Pride and Prejudice,3.9827586206896552,6.8000000000000025,0.073979,1980
Strange Girls,1.5,4.0,0.056136,2007
The Storm Gate,3.5,6.8,2.491206,2006
A Taste of Romance,3.7777777777777777,6.299999999999999,1.241474,2012
Current,3.0,6.7,0.159351,1963
Doctor Who: The Time of the Doctor,3.9581218274111674,8.400000000000057,3.3319140000000127,2013
Evil Feed,0.6666666666666666,4.4,8.097234,2013
Ghosts of Mars,2.3372611464968154,4.800000000000123,7.058598999999961,2001
Gravity,3.632740777833417,7.300000000001628,18.50193999999557,2013
Ramona,5.0,6.0,0.339674,1936
The Magic Mountain,2.5,7.0,0.40376,2015
American Cyborg: Steel Warrior,2.2,4.9,0.56257,1993
Blind Side,4.0,3.2000000000000006,0.42608,1993
Boo! A Madea Halloween,2.3857142857142857,5.3000000000000025,4.610685999999998,2016
Italian for Beginners (Italiensk for begyndere),3.575046904315197,6.5,5.396507999999889,2000
Knife Fight,2.625,4.7,0.18458,2013
Korgoth of Barbaria,3.2857142857142856,8.5,0.7653730000000001,2006
Lebanon,3.3221153846153846,6.100000000000012,3.8429219999999917,2009
M.D. Geist,1.375,4.9,1.031808,1986
Mascots,2.893258426966292,5.800000000000007,4.136986999999995,2016
Miami Magma,1.5,4.4,0.55172,2011
Odgrobadogroba,3.2857142857142856,6.0,0.16687000000000002,2005
Raiders of the Living Dead,2.5,4.1,0.124544,1986
Silent Sonata,3.375,8.5,0.080811,2011
Sundown,2.0,4.8,0.206076,1941
The Night Holds Terror,2.25,3.2,0.127079,1955
The Secret Game,3.5,0.0,0.010377,1917
The Tribulations of Balthazar Kober,3.8333333333333335,7.5,0.013577,1988
Very Happy Alexander (Alexandre le bienheureux),3.6923076923076925,5.5,2.7797109999999994,1968
"Battle of the Rails, The (La bataille du rail)",2.75,4.3,0.177342,1946
Billy Jack Goes to Washington,2.0134228187919465,6.399999999999984,0.357885000000001,1977
Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida,2.9375,6.799999999999999,1.247536,2013
Gang Busters,2.5,4.8,0.162739,1955
Her Best Move,3.0,3.9,0.98754,2007
"Juche Idea, The",2.25,5.0,0.189007,2008
Lovecraft: Fear of the Unknown,3.3823529411764706,6.799999999999998,0.8336869999999998,2008
Manhattan Baby,2.375,5.400000000000002,1.2432419999999995,1982
"Pink Panther, The",3.7053877831159916,6.900000000000061,7.851263000000227,1963
"River, The (He liu)",3.88,7.099999999999997,0.8390239999999998,1997
The Notorious Mr. Bout,2.0,4.8,0.154342,2014
A Green Journey,0.5,1.0,0.114537,1990
Age of the Dragons,2.7058823529411766,4.299999999999999,3.042738,2011
Desk Set,3.882249560632689,6.900000000000063,2.0073729999999985,1957
Fade To Black,2.642857142857143,5.9,0.9884079999999998,1980
Le Week-End,3.409090909090909,6.399999999999996,3.7413300000000027,2013
My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre),3.3181818181818183,6.3999999999999995,0.6477009999999999,2002
Street Fighter: The Legend of Chun-Li,2.1416666666666666,3.8999999999999875,6.660187999999989,2009
The Education Of Shelby Knox,3.9,0.0,0.002353,2005
The Inner Scar,3.8,8.3,5.78E-4,1972
Three Comrades,3.2222222222222223,7.0,0.9824569999999999,1938
"Wall, The (Die Wand)",3.2818181818181817,6.699999999999994,3.0000699999999965,2012
"Ghost and Mr. Chicken, The",3.277227722772277,6.599999999999992,1.9078719999999978,1966
Hurok,3.0833333333333335,0.0,0.037745,2016
Just Before I Go,3.0795454545454546,6.300000000000003,6.528443999999997,2014
Mike & Dave Need Wedding Dates,3.208416833667335,5.900000000000054,12.23757099999991,2016
Nieve negra,3.236842105263158,6.0,10.067238000000001,2017
Nymph,1.625,4.0,2.207203,2014
Picture This,3.066666666666667,5.400000000000003,13.415918999999992,2008
Portrait of Wally,3.0,5.0,0.056598,2012
"Railway Children, The",3.3801369863013697,7.100000000000015,1.4715500000000012,1970
"Secret in Their Eyes, The (El secreto de sus ojos)",4.006485355648535,7.799999999999648,11.251631999999725,2009
The Dynamiter,2.0,6.6,0.907111,2011
True Identity,4.5,6.1,0.815294,1991
Young Tom Edison,3.25,4.0,0.698176,1940
'Til Madness Do Us Part,2.875,6.8,0.561471,2013
A Wife Confesses,3.5,7.0,0.268985,1961
Aiyyaa,0.6666666666666666,6.5,0.795674,2012
Donald's Nephews,2.95,5.5,0.664346,1938
Evil Toons,2.1818181818181817,4.1000000000000005,1.7891890000000001,1992
Highway Racer,3.25,7.5,0.125145,1977
Jump,3.5,6.4,0.342685,2012
Junior,2.682011935208866,4.699999999999124,6.710214999999247,1994
Lights in the Dusk (Laitakaupungin valot),3.4160305343511452,6.600000000000015,2.3293879999999962,2006
Mondovino,3.2083333333333335,6.3999999999999995,0.5588160000000001,2004
Phase 7,3.0,4.8999999999999995,1.985124,2011
Sadece Sen,3.5,6.1,1.463353,2014
Siivoton Juttu,3.75,6.5,0.116532,1997
"Stationmaster Is on Fire - The Movie, That Is!, The (Stinsen brinner... filmen alltså)",3.5,5.799999999999999,0.074832,1991
The Flintstones & WWE: Stone Age Smackdown,2.7083333333333335,5.799999999999998,2.590491,2015
Chevalier,3.207317073170732,6.0,1.6916179999999994,2015
Failan,3.4423076923076925,7.0,1.8066129999999991,2001
George and the Dragon,3.0,5.1,5.02811,2004
"Golden Thread, The (Subarnarekha)",4.0,7.7,0.119106,1965
"Jo Jo Dancer, Your Life is Calling",2.7430555555555554,6.800000000000008,0.10936199999999997,1986
"Man with One Red Shoe, The",3.0176767676767677,5.400000000000039,4.006022000000016,1985
No Time for Comedy,2.75,6.0,0.749298,1940
Religulous,3.605190311418685,7.200000000000054,9.045711999999746,2008
Save the Last Dance 2,2.98,5.200000000000001,3.9819580000000014,2006
Two Girls and a Guy,2.823451910408432,5.400000000000064,4.967666999999923,1997
A Story of Children and Film,3.6,7.0,0.717036,2013
Cursed,2.4835443037974683,5.099999999999963,8.949721999999944,2005
"Curve, The (Dead Man's Curve)",2.88,5.099999999999998,1.7532319999999997,1998
"Great Santini, The",3.8376288659793816,6.8999999999998005,3.919041000000087,1979
"Hello, My Name Is Doris",3.414285714285714,6.5,14.99231099999998,2016
InSight,2.8333333333333335,5.2,1.323333,2011
Inch'Allah,3.75,6.3,4.982867,2012
Indiana Jones and the Kingdom of the Crystal Skull,2.915729657840648,5.699999999999469,12.577265999997529,2008
Legends of the Fall,3.50181718061674,7.199999999997948,12.19904700000148,1994
Mirch,3.0,2.3,0.370744,2010
"New York Ripper, The (Squartatore di New York, Lo)",2.907766990291262,5.699999999999999,4.273867999999994,1982
October Kiss,3.5,6.5,0.885474,2015
Raffles,3.0,6.0,0.760053,1939
"Story of Dr. Wassell, The",3.0,6.3,0.11115,1944
Synth Britannia,3.9166666666666665,7.7,0.430059,2009
The Kidnapping of Michel Houellebecq,3.4285714285714284,6.799999999999999,0.7019580000000001,2014
The River Thief,0.5,9.3,0.457327,2016
The Woman with the 5 Elephants,4.0,6.5,0.511713,2010
unINDIAN,2.25,5.8,0.873019,2015
Air Buddies,2.5526315789473686,5.5,7.775902,2006
"Angel at My Table, An",3.7313084112149535,6.900000000000016,2.6494470000000065,1990
Bad Hair,2.5833333333333335,6.900000000000001,1.8690159999999996,2013
Devil Dog: The Hound of Hell,2.625,5.6,0.519687,1978
